# BUSCO version is: 5.4.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2021-02-17, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Score	Length
5951at33208	Missing
9639at33208	Missing
13816at33208	Missing
14776at33208	Missing
16244at33208	Missing
40200at33208	Missing
45934at33208	Missing
218441at33208	Complete	adba84fd-e273-46e3-8d8f-087b623c7dc7.p1	27.4	165
219795at33208	Duplicated	64163797-5168-4ae0-b140-2ec9d3cdc1fb.p1	416.9	518
219795at33208	Duplicated	6c0f669b-e491-41b3-bcac-3c84cafdb65e.p1	416.9	518
219856at33208	Complete	743e6beb-6d96-4b68-afa5-d066daac3527.p1	600.4	394
222489at33208	Complete	3ecec6d8-0f7a-46a6-878a-bee8a2a3d09f.p1	610.0	367
223234at33208	Missing
224280at33208	Complete	80aebd92-92ea-46c4-b1a3-84624ca6b10a.p1	722.4	439
226335at33208	Complete	6f6ffd1f-1161-4593-9330-faafc43b4649.p1	568.4	363
226941at33208	Complete	f4156b34-49e9-4c7c-b7c5-a844f9e77004.p1	501.7	392
227087at33208	Complete	e3e3aa17-235d-4b8e-a6c5-30db1dbf0573.p1	774.6	728
227453at33208	Complete	c0f5db88-88e4-4039-9a25-d49b2cd90798.p1	150.2	356
227979at33208	Complete	853a2b92-3115-4a22-8c7e-ee4ed6caa2d1.p1	688.3	594
231157at33208	Missing
231700at33208	Missing
234290at33208	Complete	6672d4cf-3d7e-45d2-8b50-4b588ed22e2d.p1	576.8	472
235149at33208	Duplicated	8ef1337c-ba02-479c-adbd-8e340a17613d.p1	223.2	490
235149at33208	Duplicated	92b7f817-d05e-4eac-8cf3-b58597f2e373.p1	205.2	416
235430at33208	Complete	6cd1263e-8059-4881-a25c-7e5d173b4c7e.p1	361.1	352
235458at33208	Complete	fa97e7aa-79f9-4077-a60c-b2976e0b76f0.p1	379.9	356
239016at33208	Complete	e146ea29-8a2a-4f21-9a9e-9fba3c8dd8ab.p1	308.2	387
239149at33208	Missing
239597at33208	Missing
240437at33208	Complete	744fe923-f523-4e2a-a58f-f65d56648167.p1	351.1	203
244863at33208	Missing
245482at33208	Complete	008c8212-1ab2-43ee-a7f1-6d2bdb71618d.p1	419.8	403
245567at33208	Fragmented	3b5a6113-91ba-4478-9a42-1f84f715a70d.p1	228.5	213
246241at33208	Complete	081b36d3-a831-43fc-a837-3dfe3570e971.p1	457.2	380
247183at33208	Complete	154230b7-e32e-4739-879e-a5ec1cc3cb27.p1	338.3	582
247905at33208	Missing
249486at33208	Complete	9ba1a2cf-af0e-4122-a320-f498bd47a506.p1	413.3	429
251076at33208	Missing
251577at33208	Complete	e2d2c6ff-36d9-441a-b64a-be0a7aa3410d.p1	205.6	214
255117at33208	Fragmented	efd6502b-5a5a-4320-96bc-05e2cce4f33f.p1	334.6	205
255242at33208	Complete	d4312b18-1059-4050-8e49-37f4bd51d447.p1	213.8	223
255924at33208	Complete	477fc6cf-b6b2-4477-8498-571db4a23efe.p1	532.9	441
257141at33208	Missing
257339at33208	Missing
259581at33208	Complete	7edc29b8-dc13-4863-b70b-78d04a06f3df.p1	102.9	374
260752at33208	Complete	9a70092c-71bc-4d77-b4ce-a1fbc35ca9e3.p1	329.8	469
261284at33208	Complete	25c32855-b302-4278-90c9-077336adf2cd.p1	406.9	607
261614at33208	Complete	1094a4f2-bdfc-49da-94e9-bc2bb323754e.p1	641.7	519
262757at33208	Duplicated	79555f4b-3946-4874-8b4d-63b5d4dc803d.p1	230.0	259
262757at33208	Duplicated	a979858c-0d52-46ac-aef8-a658bc1e9a84.p1	230.0	259
266460at33208	Duplicated	a0033aa3-525f-4c89-a260-0c07e48ee4f7.p1	510.0	409
266460at33208	Duplicated	3e5ed422-cb09-479f-b886-6056a18cb3be.p1	503.6	397
266469at33208	Complete	2beb1d4b-dbbc-40d2-9a0d-a307a38d6a90.p1	120.2	191
266808at33208	Complete	56b9c7e7-3e19-426c-9f37-accaa23b331a.p1	422.4	364
267439at33208	Complete	db07d62a-7e09-46bd-9d29-4660d15f7817.p1	675.8	398
268134at33208	Duplicated	e8684ddf-4bb1-4841-8615-a546677e97ee.p1	262.5	231
268134at33208	Duplicated	28fc0f7c-38a3-491a-92e4-62f6a9f9a7b4.p1	240.8	209
268397at33208	Missing
270594at33208	Duplicated	1a28b455-cbaa-4e46-b16a-499b80b344d9.p1	296.1	509
270594at33208	Duplicated	bc8b242d-2f44-4bf7-93d3-61930dfabe2d.p1	285.8	380
271297at33208	Complete	8287310b-d125-47f0-ab1e-8edfe8edb295.p1	263.0	232
271742at33208	Complete	c1250a78-86d6-4ba8-97fa-dfccb1e3a496.p1	503.9	420
272605at33208	Missing
273040at33208	Duplicated	841cf349-640a-4f87-aff6-6a9c9217f751.p1	131.9	126
273040at33208	Duplicated	ed5e1d2b-5bbc-49ff-9d42-2a17d15aa5a7.p1	131.9	126
273367at33208	Missing
273989at33208	Complete	10c3f6da-4e04-47bc-b146-095266180fc4.p1	534.7	479
274044at33208	Missing
274064at33208	Complete	ec90d9b7-66f3-4696-99ca-6dd27efd1ecc.p1	390.8	262
274769at33208	Complete	a1e96e31-ef06-4353-a664-9f3459da1c93.p1	405.2	380
274992at33208	Complete	c350489b-b073-4685-8aee-54dcb57eca4b.p1	513.3	352
277935at33208	Missing
278227at33208	Duplicated	2ae22c14-c65c-4a87-b1f2-a4d9a30af8bc.p1	347.6	358
278227at33208	Duplicated	5f9d5fba-215e-47bd-9757-3cfc814234ff.p1	320.8	284
279631at33208	Missing
279992at33208	Missing
280914at33208	Complete	463309da-4ade-4eb1-aa79-f7be3422adcb.p1	290.5	512
281304at33208	Complete	445d8f29-c006-4efd-bd28-a5e43413fb00.p1	189.5	336
281693at33208	Missing
283637at33208	Complete	eb0f9e3b-128d-4fab-93cc-96ff9e221410.p1	587.2	357
284059at33208	Complete	46fcfea5-2266-4850-ae31-b8bff7f5abe6.p1	304.9	280
285146at33208	Complete	78dd0137-a7cb-444f-843f-8c3e388944f5.p1	305.4	279
285902at33208	Complete	8591b1f4-5299-436d-8cea-fe4357d720ef.p1	331.4	348
285966at33208	Complete	e5c6323e-f4f4-4ad0-9ff5-55f1d980f8da.p1	282.6	420
286553at33208	Complete	2cad5953-03e5-454d-9a9c-43eac3bf783a.p1	265.0	262
289235at33208	Complete	ae8b5784-c938-4b1c-8d7c-7fe66cf674ac.p1	112.9	213
289928at33208	Complete	2ccc7edc-1a5c-4021-b84f-e5b9b0a8def4.p1	315.3	332
291505at33208	Complete	5f5215ca-42a1-42f3-8a0a-e4273420ac03.p1	110.5	246
291875at33208	Complete	e3fe908d-b9a4-477d-9377-ddfe79bfa494.p1	302.5	437
295556at33208	Missing
295775at33208	Missing
300303at33208	Complete	a7c8b01a-2178-4989-989c-4adda1b73e4f.p1	103.6	356
301572at33208	Duplicated	9f150f15-163b-403e-ab14-22a63ef21ad7.p1	479.6	387
301572at33208	Duplicated	485163a2-5f5e-427a-9cda-3c7e2266cefd.p1	439.6	342
302186at33208	Missing
302279at33208	Complete	d7a0a076-d537-408c-ba7d-1f2a7003016f.p1	460.9	302
302921at33208	Complete	ba2c1f35-6bcd-4d4b-a62f-74219e50dc98.p1	71.1	147
303117at33208	Complete	26886344-78b5-462d-b55d-b4792361d736.p1	302.6	309
304388at33208	Complete	4d04f564-81ad-4329-a9f9-cc9faf5996b7.p1	258.0	331
305260at33208	Complete	311ff843-f891-4941-8389-578dd431c8fb.p1	467.8	331
306101at33208	Complete	7f6971da-dcaa-43c8-8e97-5695125afc2d.p1	330.7	291
307109at33208	Missing
308610at33208	Complete	9d3ad1d9-0684-4c24-a6a0-3bcf36e5e269.p1	344.1	361
311438at33208	Complete	416b5682-4253-4f61-8c24-9085a353fb6a.p1	297.5	254
311758at33208	Complete	a6e85974-f89f-4f5f-87e1-4dea1711dcef.p1	581.5	443
311761at33208	Complete	cf4df314-4ba7-487f-bd9e-2570fbc15292.p1	133.8	329
312577at33208	Complete	6a71bc34-3769-4e80-852d-0ee442d312a3.p1	186.2	311
313091at33208	Complete	d69b7c22-f081-45a1-9fa3-57720e7c34e1.p1	328.0	276
315044at33208	Complete	48265161-17d1-4953-9752-b66020b3bfa1.p1	409.2	351
315393at33208	Complete	3abd251c-c33e-4e47-9515-6110a1f668c4.p1	508.8	327
317470at33208	Complete	77038c83-2637-4bb8-9dbb-47a67eb61e47.p1	322.6	347
318483at33208	Complete	341d325b-7c10-4402-aa65-3816f3bc75c4.p1	391.7	318
318532at33208	Duplicated	e211c689-0291-4744-98e2-d6629c21cc07.p1	578.2	336
318532at33208	Duplicated	d3d6cc07-ae2b-4180-9ca9-4363c74a8e0b.p1	577.8	336
318532at33208	Duplicated	dffb496c-9afe-4144-83c3-ca604e94b67f.p1	577.5	336
319574at33208	Complete	ebb432ba-eb57-444c-9dd5-8b131c1e9ac4.p1	255.0	240
320390at33208	Complete	4d0e0127-6f3a-4eed-9bd3-3e015c8be55a.p1	250.0	445
321332at33208	Fragmented	597418cb-18ff-475e-bd53-37c8eeadad9b.p1	73.8	124
323399at33208	Complete	7b1636bf-9026-4497-95a1-b0d9ce2cf5ed.p1	501.2	378
323473at33208	Complete	f837331d-4334-4a6b-8dc8-544661d4dbbe.p1	444.7	285
324249at33208	Duplicated	752374c2-b7fe-44ef-bd1f-38e51b1068fa.p1	205.8	330
324249at33208	Duplicated	c3bb3fb9-90f7-48bb-af47-b9db04524bcf.p1	205.8	330
325183at33208	Complete	85b5058b-64b1-419d-820d-51b33175c60c.p1	490.9	296
327301at33208	Missing
331112at33208	Missing
331186at33208	Missing
332870at33208	Complete	571705dc-3203-4205-9686-be9df0bd73c5.p1	118.3	172
333062at33208	Complete	8314e4b9-79dd-42c3-b7e4-71d6c8c34c84.p1	273.5	359
333800at33208	Missing
334272at33208	Missing
334331at33208	Complete	5446c70a-1202-47f8-aed8-612fe14000ca.p1	482.7	349
334336at33208	Complete	a591af61-59ec-4d45-a27e-4b23676a0379.p1	314.8	401
334342at33208	Complete	5e95b613-191a-43fb-8b3a-4e4f60259554.p1	355.7	617
334764at33208	Complete	b760aaeb-d685-4862-b82c-31b7665dcc02.p1	364.9	285
334820at33208	Complete	92a5eb68-e788-4c16-8fe2-81291e3ca7ed.p1	373.7	309
335107at33208	Complete	300cc9a1-10e7-402e-8f7f-c91412f21afa.p1	277.5	252
336647at33208	Missing
338191at33208	Complete	5c297c57-8780-4e03-970e-cdf2e83eb3e1.p1	723.0	509
338482at33208	Complete	09162160-6a9c-4a1e-9535-41dbff9620bb.p1	319.0	421
339127at33208	Complete	499b3ffd-c2fb-40e7-8f71-1b28b28a8c86.p1	221.3	360
339319at33208	Complete	c60eae58-15e4-4a44-ae51-f3ddcb3221cb.p1	163.0	226
340558at33208	Missing
340577at33208	Duplicated	8cec3266-5510-47a2-a232-7444587800f9.p1	476.2	481
340577at33208	Duplicated	8f0ea116-c10c-4831-a522-bbf0f65e65e8.p1	476.2	481
344338at33208	Complete	173937af-57ab-43a3-b432-21d853abdc4d.p1	256.8	315
344346at33208	Missing
344442at33208	Complete	6ef2eab2-1514-45d0-b553-edf8d66fc8bc.p1	129.3	192
344581at33208	Complete	0b8248bb-a2de-48f1-ab85-750ac5a68106.p1	297.0	243
344611at33208	Duplicated	be50915d-2f41-43d1-ae9c-df561c8ac7bd.p1	177.2	235
344611at33208	Duplicated	9c5ebba3-c493-4e89-8193-644745f5c3ca.p1	176.3	250
345099at33208	Complete	f5205a10-479c-43a0-bf9a-ca0a88182218.p1	451.3	644
345959at33208	Complete	3b10df30-6322-4695-b19d-987eba3ccf10.p1	96.9	139
346541at33208	Missing
347600at33208	Complete	ae0fc8e4-8141-434c-939f-6903e7b0f2e2.p1	389.9	307
348449at33208	Complete	ac5f438e-25a2-49be-9ddb-053b374e1b00.p1	152.7	295
348544at33208	Complete	2bac4932-98f9-4431-9665-3922b5cd8e84.p1	257.4	321
348761at33208	Complete	8e027b62-e162-4f24-9588-5f72fef48d07.p1	219.5	223
349064at33208	Complete	794fba81-20d6-461c-af84-7d43ef438211.p1	291.3	284
349627at33208	Complete	e2a0a723-eb76-4352-85ee-4747f043ab7a.p1	184.2	261
351226at33208	Complete	87c8d658-058d-403f-8f06-23320dce163d.p1	77.3	183
352600at33208	Complete	23c89f42-aff8-4470-95c5-22288b7420f5.p1	484.1	302
352854at33208	Duplicated	317bae49-4be0-4385-8249-30ffd22d5431.p1	320.8	330
352854at33208	Duplicated	eb75104f-0cdd-4919-80a8-8d660bed47cb.p1	320.8	330
353286at33208	Complete	29eaca29-6123-403e-bae1-afb58c28185e.p1	141.6	256
353768at33208	Missing
354829at33208	Complete	2dabfb53-4ad7-4625-b58a-949525165cc1.p1	447.1	280
354949at33208	Complete	7e5f0687-9b9f-412b-82e0-c521623d4bac.p1	229.9	296
355210at33208	Missing
355739at33208	Duplicated	c229b31d-0cf5-4014-b7b5-13a70a95d1fc.p1	95.9	240
355739at33208	Duplicated	5b61f5ce-cb33-402b-97a2-554178ad7b19.p1	95.7	240
356175at33208	Missing
356334at33208	Missing
356503at33208	Complete	93f0ebd4-d130-410e-b965-ae8a2de91175.p1	216.5	261
357580at33208	Duplicated	22c96968-8e48-4aed-9734-6f59d5ad8128.p1	333.6	252
357580at33208	Duplicated	12522b6b-8020-4938-bb3e-5267182b74a4.p1	315.9	239
359075at33208	Complete	1a7590cd-0ee1-429e-bde7-879e12ae0cb0.p1	361.4	335
359324at33208	Duplicated	cfa44511-f537-4dd0-a338-3b891879cca8.p1	222.0	208
359324at33208	Duplicated	fb4cb83a-9e20-456b-b6b8-14bdd37c2f78.p1	221.4	208
359369at33208	Complete	7299ab69-a82b-45da-9637-a2c361da5d29.p1	316.9	245
359532at33208	Missing
360379at33208	Missing
360753at33208	Missing
361100at33208	Missing
361203at33208	Complete	ac75248d-ae25-4523-bc0a-a0d337bfaad6.p1	520.8	385
361216at33208	Missing
363634at33208	Fragmented	a56e03e7-7b21-4b3f-a3b8-d640d467638b.p1	42.3	101
363840at33208	Complete	9eac61b5-6465-4623-a480-0a1706bf9e77.p1	115.4	283
363851at33208	Complete	392d3d86-2bc6-4142-9252-22ed0a556049.p1	281.9	296
364383at33208	Complete	82e3dd24-39c9-4816-88ca-83ef45e3f853.p1	399.4	301
364694at33208	Complete	a0cf6714-da25-47ef-9ec8-aba9c79dc6ad.p1	526.1	409
365323at33208	Complete	56492d78-b072-4690-b373-36ad47b6b0c4.p1	356.5	295
365561at33208	Missing
365691at33208	Complete	590e021a-4a1b-4cdd-b9a4-4666cade5d19.p1	219.5	201
366124at33208	Missing
366814at33208	Complete	3206e4b7-5d5a-4ce5-9ce7-3b9fc651a120.p1	452.7	380
366936at33208	Duplicated	267a1ba6-d315-465d-810a-bc23a23e31f5.p1	374.3	217
366936at33208	Duplicated	d377794f-d640-4118-8ee1-377b5dee9a39.p1	374.3	217
367493at33208	Complete	1a6b5262-b45d-4a73-b694-803bfb1c9ba6.p1	170.9	331
367551at33208	Complete	29c10588-c846-42af-90c9-ccb3e2c4913e.p1	537.8	379
367596at33208	Fragmented	7d47d49c-5968-4ed9-8cab-c8af5b62b94d.p1	211.4	318
367957at33208	Complete	c03d8fdd-322b-49e2-8f13-9993a197d262.p1	352.2	291
368565at33208	Complete	45898505-3075-40ee-8db2-98f7d42fa952.p1	483.3	329
368670at33208	Complete	705581fd-e5a6-4296-9574-5ce715edb6dd.p1	126.5	183
368875at33208	Missing
371241at33208	Complete	91822f57-4e0e-4594-832a-de1b889872fb.p1	174.5	174
371297at33208	Complete	0802e800-13cf-435f-85ae-ee5668c22880.p1	531.4	328
371526at33208	Complete	bb4338c3-b048-43ce-bd7e-c2e5c23d7f31.p1	405.3	236
372257at33208	Complete	29a0e103-3fa4-4a82-ae98-9f9ae9617cf5.p1	223.4	219
372707at33208	Duplicated	53f5d24d-01e9-43ce-bac2-2d2fe0acc36b.p1	336.8	243
372707at33208	Duplicated	c89b4d8e-0cd4-4f94-9906-b5ef869c9e12.p1	336.8	243
372707at33208	Duplicated	4bce07fd-56aa-4b57-a627-9a6ccf66b877.p1	335.0	237
373040at33208	Fragmented	4b040050-20c2-40c9-90d9-34509f79e5ec.p1	328.6	181
376982at33208	Complete	c52e5c19-0fdd-4115-ac40-3abd728dfa6d.p1	459.1	251
378033at33208	Missing
378316at33208	Missing
378768at33208	Complete	66b330b4-4f11-4ca9-9d9b-cd79040026d8.p1	349.7	259
378913at33208	Duplicated	07a91e7a-59a0-4e48-9829-13d8a8a53970.p1	192.6	151
378913at33208	Duplicated	78be480c-679b-4855-b24e-245cfb2a846f.p1	192.6	151
379076at33208	Complete	e5e7256a-a0da-44a7-9f29-5efeeaf2f849.p1	113.3	172
379636at33208	Complete	366319bd-50f1-4089-b626-463af74b7e3f.p1	247.3	283
379771at33208	Fragmented	1213a7eb-bf1d-4145-a697-075535e3f6d8.p1	115.6	104
380583at33208	Complete	d0c7bb69-6bf9-41d9-85b8-95a69c89c0be.p1	461.8	273
381303at33208	Complete	e0924b12-3c92-4272-9995-b5f233194a80.p1	109.3	229
382000at33208	Duplicated	62651882-04eb-40cc-9c64-e64966cf79fd.p1	111.6	243
382000at33208	Duplicated	8d5ec788-a6a1-4bbd-9c07-39c97348ce95.p1	111.6	243
382262at33208	Complete	29835126-a48c-4207-9d37-a9ba7cce4c98.p1	46.5	92
382750at33208	Complete	4e711ff0-2990-4ec6-974b-c2c767ab99a6.p1	354.1	318
383313at33208	Missing
384187at33208	Complete	8258016b-3cdb-4e59-a165-02ebfb93b29f.p1	533.3	422
386666at33208	Complete	61905685-57f5-4c35-aa3a-6822a12845e1.p1	146.0	198
387079at33208	Duplicated	5cd8a7a3-514c-4691-a59c-4af4656841e5.p1	170.5	228
387079at33208	Duplicated	7d8077f3-9742-4bea-96db-0ecb751d402b.p1	170.5	228
387117at33208	Missing
387878at33208	Complete	a6bc76e2-701e-4a6d-97d6-92c0320c122c.p1	344.4	365
389367at33208	Complete	63451edb-c681-423d-89d8-d09ab81dfcfa.p1	370.7	241
389527at33208	Fragmented	04e8298c-7a4e-4c6d-a8af-db24013c0b28.p1	279.9	244
389570at33208	Missing
389591at33208	Complete	cfeb274a-142c-49e2-956c-2d4bcecb9114.p1	212.7	215
390192at33208	Complete	ec5833a1-769a-418a-a377-2346c569213a.p1	333.2	315
390402at33208	Missing
391896at33208	Duplicated	356dc0ba-c3d3-4109-825c-853fbb1d1d01.p1	321.8	262
391896at33208	Duplicated	40b634b8-d905-497a-9da2-5a2920a4b436.p1	321.8	262
393219at33208	Missing
393291at33208	Duplicated	7b906541-58bd-42b5-a3f0-ae20a80b659e.p1	101.3	263
393291at33208	Duplicated	6c1659b2-0485-4026-95a3-3a11588f15d6.p1	98.7	279
393419at33208	Complete	a31aa332-fe02-4bf7-ad87-386e8cabfa86.p1	444.8	425
393895at33208	Duplicated	5e96eeb7-9db1-43c1-bf1d-0e7578b27d23.p1	580.1	394
393895at33208	Duplicated	8de03af3-b8bd-41e8-8af3-cb0167448f70.p1	580.1	394
393895at33208	Duplicated	efafb686-1023-429d-a020-99d063da93ff.p1	580.1	394
395147at33208	Complete	fb363f5c-b5d1-4693-a3a8-d44705611649.p1	321.7	271
395183at33208	Complete	70026468-1f28-4092-b97b-76b8c3165dbf.p1	251.4	173
395556at33208	Duplicated	00657bea-a7a3-4440-b13d-27312ebf016e.p1	220.4	236
395556at33208	Duplicated	29f34b3e-7217-4a76-a245-755a0e5c9ae8.p1	220.3	236
395556at33208	Duplicated	4ca0cde3-c80a-405e-a87a-ed25b9723c17.p1	220.3	236
395919at33208	Missing
395948at33208	Missing
396237at33208	Complete	1e19cf0b-a690-4c5d-a665-3a895d69e658.p1	301.2	270
397019at33208	Complete	53b0fb47-65c5-423d-bfc0-fdbe2ee0c048.p1	394.9	290
397659at33208	Complete	96dd5f47-f31e-4693-b949-30ddaac5af84.p1	79.2	237
398013at33208	Complete	00566547-a027-4673-adc3-44cbc3c110ef.p1	445.7	278
398202at33208	Duplicated	9ca67c61-e5db-46b4-8b50-be27074e82f6.p1	143.7	244
398202at33208	Duplicated	d06ffd23-35ec-41f7-adbb-84e53e3ba1a2.p1	143.7	244
398607at33208	Duplicated	246272f5-38a6-4a15-8ab5-f23d73e72d39.p1	278.3	219
398607at33208	Duplicated	d31cd1e9-1383-4764-b022-bd471e2fe67b.p1	269.1	211
399092at33208	Complete	373b39c7-4fa9-48a8-b27f-2d6f799de34c.p1	213.1	183
399439at33208	Missing
400042at33208	Duplicated	6626e52f-fcee-42be-b0b2-dfaf74a3fd9f.p1	192.3	268
400042at33208	Duplicated	33cae8ce-bee6-4801-b0db-ba7d8a4a754b.p1	181.7	180
