# BUSCO version is: 5.4.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2021-02-17, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Score	Length
5951at33208	Missing
9639at33208	Missing
13816at33208	Missing
14776at33208	Missing
16244at33208	Missing
40200at33208	Missing
45934at33208	Missing
49474at33208	Fragmented	919fecd2-3fac-4090-9253-04fcd116eefa.p1	185.3	191
50756at33208	Missing
56573at33208	Missing
57158at33208	Fragmented	4483db72-57b1-470a-bea2-e23a20b23ff1.p1	311.3	275
63697at33208	Missing
64435at33208	Missing
65302at33208	Complete	04eacc90-4459-4ca2-95aa-25ff210f0538.p1	722.9	975
66018at33208	Missing
75406at33208	Missing
76852at33208	Missing
84980at33208	Missing
88053at33208	Complete	dfba99da-d4f5-4744-901c-6d415740aa99.p1	284.6	426
92367at33208	Complete	4aee99d2-d3ff-4ae1-9fed-984e6b7d1c35.p1	256.1	472
99614at33208	Missing
99987at33208	Complete	3d68db5c-22f8-4f27-8cb1-0e5ec387605d.p1	431.1	576
102804at33208	Fragmented	c1cd6e83-87e7-4853-ada7-8c7be95de351.p1	295.0	232
103854at33208	Complete	b46f8d38-3589-4f98-880f-87f5e9946cc6.p1	534.1	614
107151at33208	Complete	5537d3d3-2e3a-4043-9172-90895d40b79e.p1	1164.2	782
107574at33208	Missing
108764at33208	Missing
109109at33208	Complete	83f722b5-1462-4afb-8dd1-69fbb6122de3.p1	868.9	563
111730at33208	Complete	09cc1187-080d-4bdf-bd64-9609728878cb.p1	332.9	666
111746at33208	Missing
114954at33208	Missing
115878at33208	Missing
118209at33208	Complete	ca15f6fc-82ff-4ba8-ae2e-0305ed857ba5.p1	1452.9	849
119252at33208	Complete	a6356143-1547-4c09-a824-ff2a1dcd2643.p1	726.3	548
119591at33208	Missing
121127at33208	Missing
123923at33208	Complete	04fcd21f-6141-41ad-85fe-a81c1bc11cf2.p1	83.1	455
124302at33208	Missing
127766at33208	Complete	7f65832f-a0b5-4e73-9ef7-64735d539bb6.p1	361.2	610
129179at33208	Complete	7c21df91-f341-4654-bd3f-1ff0fc1f6cb0.p1	820.5	576
130245at33208	Missing
130256at33208	Missing
131349at33208	Missing
131848at33208	Missing
132087at33208	Fragmented	9f7ed6d9-a372-479f-88fc-f798969d8f02.p1	222.7	173
134492at33208	Missing
135294at33208	Fragmented	dfe017a9-9182-4c45-a0d9-ad9f537c1611.p1	60.3	206
137383at33208	Complete	d7162ddd-bbe0-4ffa-b935-02fc5bf35ff4.p1	701.3	607
139188at33208	Complete	c315ecf7-533b-42cb-9110-bf497cfae3c6.p1	395.6	615
143619at33208	Fragmented	7ecfb66f-855a-46da-a853-0523399d6943.p1	103.5	106
143997at33208	Complete	f4b271f0-1623-4823-8be1-291dfa46a187.p1	395.2	388
146671at33208	Fragmented	76ad037e-7396-47d1-9058-9d7fc75c1bf1.p1	61.2	77
147873at33208	Complete	3da88995-ad0c-4ecb-a010-fa244b71ec9e.p1	808.3	565
148067at33208	Fragmented	12f5e4df-ceb3-4476-8af5-e1f9e61ce591.p1	124.5	170
148325at33208	Complete	051cf1e8-dce7-467c-a782-b60c35bde458.p1	307.7	298
152327at33208	Complete	80b54eda-7573-4a22-856b-21913c2b21f5.p1	365.9	333
152977at33208	Missing
153034at33208	Missing
157109at33208	Missing
157138at33208	Missing
158845at33208	Complete	1a122b81-2bd2-46f3-b250-79e04f7b37b8.p1	333.9	445
158962at33208	Complete	d7eff1da-e83f-4737-b555-59dec52bd0d9.p1	696.4	573
162821at33208	Complete	ccb61f00-7270-4c56-b897-71a5145a898c.p1	538.8	409
164767at33208	Missing
166097at33208	Missing
168850at33208	Fragmented	25a6b135-c43b-4017-8923-a085d1363c64.p1	426.2	298
168924at33208	Missing
169864at33208	Complete	3c9cf72b-7e0f-47ee-83cc-9522e30c3f90.p1	338.3	572
172677at33208	Complete	3abe4be3-7bc2-4c65-a897-418da5af950b.p1	148.2	192
176247at33208	Missing
177718at33208	Complete	d422ccdd-7e38-43a2-846b-000179813e05.p1	333.1	390
177858at33208	Complete	56058250-694d-484d-b522-57236378583d.p1	758.2	543
178537at33208	Duplicated	4d926a7d-8716-4c8a-9022-076eb950efd3.p1	939.3	465
178537at33208	Duplicated	fdc12464-bc2e-43e7-9dc7-802b91978009.p1	939.2	465
179485at33208	Complete	2f0fbfd1-4aa5-453b-b0a9-9734028391a7.p1	481.6	497
180808at33208	Complete	4d2997fe-6cc2-4ad1-8c72-c9bde0a35eec.p1	751.2	475
182834at33208	Complete	7797eff3-ffa8-469a-816f-b4d1b13e44ec.p1	292.2	438
184508at33208	Complete	f78abe13-d80e-4e10-b8f6-45365a050bf9.p1	281.3	491
184717at33208	Complete	54333cd8-9750-4ed3-933e-54d2d3771ff8.p1	848.6	518
186208at33208	Complete	8a66e25f-8534-4ca1-8254-66d63f016ecd.p1	1043.8	706
186707at33208	Complete	90bbcc87-5ef8-418f-a877-d0641c25941d.p1	347.0	519
187280at33208	Complete	ace1abe4-c7bc-4769-803f-c23b5d01f01e.p1	677.3	522
189414at33208	Complete	7cf1916b-bf33-4701-8ac6-e22d579107cf.p1	385.7	431
190726at33208	Complete	db464404-3e82-40ba-8a35-ddea2a8b850d.p1	286.3	362
191938at33208	Complete	3fc75530-36c6-4b7e-b0c4-bc104880c185.p1	270.5	382
192250at33208	Complete	f7fcbc01-7444-4ba5-8dba-b53e5f1c40a4.p1	211.0	204
194754at33208	Complete	6801dec3-bc23-428c-ab8b-a91f5127b7de.p1	460.0	402
195986at33208	Complete	8dc0ec72-1b53-47bc-a4e8-e52667eabf38.p1	747.5	603
196950at33208	Missing
197549at33208	Complete	8639da40-f666-4c68-a3d4-685cbc989d5b.p1	85.5	386
197652at33208	Complete	1ddc0124-dbcc-4fe9-95ec-7cae61f8c6b7.p1	638.9	433
200997at33208	Complete	5bf42805-1ab2-4ac5-9671-9549b15f6e47.p1	409.3	496
201397at33208	Missing
202545at33208	Missing
203128at33208	Duplicated	b2171e0c-96a4-4168-8927-885d64a28db2.p1	806.2	438
203128at33208	Duplicated	9a50064a-e551-4482-b527-a2b8aec37e04.p1	788.0	438
203698at33208	Missing
205220at33208	Complete	afd6a1b3-4efd-4bfb-8bf3-ff730bc0787e.p1	724.6	642
206786at33208	Complete	0358844b-aca3-4cd6-9e23-bed880886f6a.p1	381.0	382
206858at33208	Missing
207599at33208	Complete	3ebbee19-81ad-4084-ad55-7a8815cee0a0.p1	362.6	367
208219at33208	Complete	a9b1f4f8-0143-4d36-93fa-5aab2d0889ed.p1	331.8	462
210614at33208	Missing
212972at33208	Complete	6d0dc77b-7fae-4df2-bdb0-41b038088a9b.p1	401.2	495
214788at33208	Complete	1c9d610e-95e8-4922-a2da-9caa3a740db2.p1	384.8	518
215654at33208	Complete	6ecc70cf-8947-4644-bb1f-7e1204044864.p1	477.6	408
216257at33208	Complete	b6cad710-005b-496b-9c3d-78347592c9c5.p1	229.6	328
216563at33208	Complete	815b01d6-6280-4759-9203-650dfb68d32a.p1	210.9	291
