Species	1-313	314-693	694-1066	1067-1545	1546-1962	1963-2211	2212-2392	2393-2611	2612-2959	2960-3413	3414-3725	3726-4173	4174-4356	4357-4817	4818-5098	5099-5388	5389-5878	5879-6524	6525-6900	6901-7301	7302-7590	7591-7808	7809-8291	8292-8506	8507-8761	8762-9206	9207-9424	9425-9694	9695-9852	9853-10081	10082-10408	10409-10755	10756-10943	10944-11231	11232-11758	11759-12162	12163-12897	12898-13423	13424-13809	13810-14081	14082-14334	14335-14669	14670-15003	15004-15179	15180-15404	15405-16027	16028-16580	16581-16976	16977-17323	17324-17688	17689-17898	17899-18429	18430-18686	18687-18907	18908-19243	19244-19648	19649-19899	19900-20060	20061-20344	20345-20588	20589-20772	20773-21359	21360-21516	21517-22006	22007-22421	22422-22660	22661-22983	22984-23183	23184-23727	23728-24105	24106-24427	24428-24686	24687-24853	24854-25208	25209-25420	25421-25656	25657-26008	26009-26330	26331-26593	26594-26980	26981-27117	27118-27408	27409-27558	27559-27797	27798-28571	28572-28794	28795-29063	29064-29289	29290-29624	29625-29929	29930-30113	30114-30430	30431-30566	30567-30825	30826-30969	30970-31284	31285-31771	31772-32069	32070-32310	32311-32471	32472-32822	32823-33135	33136-33393	33394-34031	34032-34269	34270-34580	34581-34857	34858-35658	35659-35867	35868-36014	36015-36502	36503-36702	36703-37206	37207-37571	37572-38171	38172-38294	38295-38553	38554-38840	38841-39187	39188-39370	39371-39781	39782-40419	40420-41336	41337-41577	41578-41752	41753-41924	41925-42399	42400-42585	42586-43195	43196-43408	43409-43544	43545-43824	43825-44384	44385-44808	44809-44985	44986-45128	45129-45364	45365-45642	45643-45866	45867-46293	46294-46799	46800-47015	47016-47386	47387-47893	47894-49295	49296-49629	49630-49790	49791-50044	50045-50546	50547-50776	50777-51166	51167-51393	51394-51619	51620-51861	51862-52025	52026-52361	52362-52644	52645-52808	52809-53063	53064-53220
Oopsacas_minuta	89.1373801916933	93.94736842105263	91.42091152815013	93.31941544885177	88.96882494004797	87.14859437751004	83.42541436464089	86.3013698630137	87.64367816091954	87.22466960352423	98.71794871794872	81.91964285714286	94.53551912568307	77.65726681127983	89.6797153024911	94.13793103448276	84.08163265306122	0.0	86.17021276595744	95.26184538653366	0.0	92.66055045871559	0.0	97.20930232558139	85.49019607843137	92.58426966292134	94.4954128440367	95.18518518518519	86.70886075949367	81.22270742358079	81.65137614678899	85.5907780979827	89.8936170212766	86.80555555555556	57.1157495256167	87.12871287128712	60.68027210884354	86.12167300380229	0.0	89.33823529411765	78.65612648221344	78.50746268656717	97.0059880239521	84.6590909090909	95.55555555555556	79.29373996789727	77.75768535262206	84.5959595959596	90.77809798270893	67.3972602739726	78.0952380952381	92.090395480226	70.42801556420233	80.09049773755656	80.6547619047619	77.03703703703704	94.02390438247012	81.98757763975155	79.22535211267606	77.8688524590164	79.34782608695653	77.68313458262351	86.62420382165605	85.3061224489796	88.67469879518072	79.9163179916318	86.06811145510837	88.5	84.00735294117646	84.12698412698413	75.77639751552795	93.82239382239382	86.82634730538922	90.14084507042253	88.67924528301887	87.28813559322035	0.0	77.01863354037268	75.66539923954373	74.4186046511628	90.51094890510949	72.5085910652921	81.33333333333333	62.76150627615063	93.28165374677002	74.43946188340807	82.15613382899627	77.87610619469027	73.13432835820896	88.52459016393442	72.28260869565217	95.58359621451105	77.20588235294117	84.55598455598455	86.80555555555556	66.66666666666666	85.01026694045174	83.89261744966443	61.82572614107884	73.91304347826087	79.77207977207976	85.62300319488818	74.8062015503876	89.34169278996865	78.15126050420167	0.0	84.11552346570397	0.0	97.60765550239235	81.63265306122449	72.95081967213115	82.0	98.41269841269842	90.68493150684931	74.5	95.1219512195122	83.01158301158301	86.06271777003485	83.28530259365994	88.52459016393442	89.78102189781022	72.72727272727272	74.70010905125409	87.96680497925311	77.71428571428572	83.72093023255815	78.10526315789474	70.96774193548387	54.59016393442623	81.2206572769953	0.0	87.14285714285714	59.285714285714285	67.68867924528303	99.43502824858757	76.22377622377623	61.440677966101696	0.0	81.25	31.14754098360656	83.00395256916997	96.75925925925925	79.51482479784366	62.1301775147929	68.0456490727532	65.8682634730539	81.36645962732919	57.08661417322835	57.17131474103586	66.08695652173913	77.43589743589743	0.0	0.0	86.77685950413223	0.0	66.66666666666666	63.957597173144876	70.1219512195122	53.72549019607843	59.87261146496815
Rosella_fibulata	87.22044728434504	93.94736842105263	91.68900804289544	93.31941544885177	89.20863309352518	87.14859437751004	83.42541436464089	0.0	43.67816091954023	86.78414096916299	98.71794871794872	55.357142857142854	80.87431693989072	77.87418655097613	87.54448398576513	0.0	84.08163265306122	66.56346749226006	65.15957446808511	0.0	86.159169550173	92.66055045871559	89.23395445134575	96.74418604651163	71.76470588235294	93.70786516853933	94.4954128440367	95.18518518518519	86.70886075949367	81.6593886462882	81.65137614678899	85.5907780979827	46.276595744680854	0.0	86.71726755218216	88.36633663366337	81.9047619047619	85.17110266159696	88.60103626943005	90.80882352941177	0.0	0.0	0.0	84.6590909090909	0.0	79.29373996789727	81.0126582278481	85.1010101010101	65.70605187319885	66.02739726027397	73.80952380952381	0.0	70.42801556420233	0.0	0.0	64.93827160493828	70.5179282868526	0.0	0.0	81.55737704918033	0.0	78.02385008517888	56.68789808917197	0.0	88.67469879518072	0.0	0.0	88.5	0.0	0.0	0.0	0.0	86.82634730538922	85.35211267605634	0.0	87.71186440677965	84.0909090909091	84.16149068322981	0.0	73.38501291989664	0.0	67.69759450171821	0.0	62.76150627615063	0.0	0.0	0.0	78.31858407079646	72.23880597014926	86.88524590163934	0.0	96.52996845425868	80.14705882352942	0.0	86.80555555555556	66.98412698412699	84.80492813141684	66.44295302013423	61.82572614107884	0.0	0.0	0.0	74.8062015503876	0.0	78.15126050420167	0.0	0.0	0.0	97.60765550239235	0.0	0.0	0.0	98.01587301587301	0.0	74.66666666666667	95.1219512195122	81.85328185328186	85.71428571428571	0.0	89.07103825136612	0.0	72.5705329153605	0.0	0.0	78.28571428571428	83.72093023255815	0.0	62.903225806451616	54.42622950819672	0.0	88.23529411764706	87.14285714285714	60.714285714285715	0.0	68.36158192090396	0.0	61.86440677966102	0.0	81.25	0.0	0.0	65.74074074074073	80.05390835579514	62.1301775147929	67.61768901569187	0.0	83.22981366459628	87.79527559055119	0.0	62.17391304347826	72.56410256410257	50.220264317180614	0.0	0.0	0.0	0.0	0.0	69.51219512195122	54.509803921568626	59.23566878980892
Eurete_sp	88.17891373801916	95.0	65.95174262734585	94.78079331941545	89.44844124700239	87.14859437751004	87.84530386740332	81.7351598173516	87.64367816091954	88.98678414096916	98.71794871794872	84.59821428571429	80.87431693989072	77.2234273318872	88.96797153024912	94.13793103448276	83.06122448979592	83.74613003095975	93.08510638297872	0.0	81.31487889273356	84.86238532110092	89.44099378881988	93.02325581395348	85.49019607843137	93.25842696629213	94.95412844036697	98.51851851851852	86.70886075949367	81.22270742358079	74.6177370030581	88.76080691642652	82.97872340425532	87.15277777777777	67.55218216318787	90.5940594059406	90.47619047619048	87.07224334600761	90.41450777202073	90.44117647058823	83.79446640316206	0.0	97.30538922155688	65.3409090909091	92.88888888888889	78.97271268057784	79.02350813743219	87.87878787878788	85.30259365994236	91.23287671232876	79.52380952380952	91.71374764595103	70.42801556420233	79.18552036199095	80.35714285714286	57.77777777777778	72.50996015936255	82.6086956521739	79.22535211267606	0.0	76.08695652173913	77.34241908006814	87.26114649681529	87.14285714285714	0.0	76.98744769874477	65.01547987616098	95.0	82.35294117647058	84.65608465608466	75.77639751552795	93.43629343629344	0.0	76.90140845070422	90.09433962264151	95.33898305084746	85.51136363636364	0.0	78.70722433460077	80.36175710594316	87.5912408759124	75.60137457044674	82.0	62.76150627615063	92.63565891472868	79.37219730941703	88.84758364312268	78.31858407079646	85.67164179104478	0.0	70.65217391304347	93.69085173501577	80.14705882352942	84.94208494208495	86.11111111111111	66.03174603174602	85.21560574948666	74.16107382550335	67.21991701244814	77.01863354037268	81.76638176638177	70.6070287539936	74.8062015503876	92.94670846394985	79.83193277310924	72.66881028938907	84.83754512635379	0.0	0.0	82.31292517006803	67.62295081967213	80.0	0.0	89.58904109589041	74.66666666666667	94.3089430894309	87.64478764478764	95.1219512195122	83.28530259365994	88.52459016393442	90.99756690997567	73.98119122257053	76.55398037077427	0.0	0.0	83.72093023255815	81.6842105263158	67.74193548387098	0.0	86.3849765258216	0.0	0.0	93.39285714285714	0.0	71.75141242937853	0.0	71.1864406779661	0.0	0.0	56.90866510538642	82.6086956521739	0.0	0.0	61.93293885601578	70.04279600570614	77.24550898203593	0.0	0.0	57.96812749003984	70.86956521739131	0.0	48.89867841409691	63.27433628318584	71.07438016528926	61.58536585365854	66.66666666666666	0.0	73.17073170731707	0.0	0.0
Walteria_leuckarti	89.1373801916933	92.10526315789474	91.95710455764075	65.13569937369519	85.85131894484412	0.0	82.87292817679558	84.01826484018265	0.0	91.85022026431719	0.0	81.91964285714286	98.90710382513662	75.92190889370933	0.0	0.0	71.0204081632653	0.0	85.90425531914893	0.0	0.0	0.0	89.44099378881988	0.0	0.0	0.0	0.0	0.0	0.0	86.02620087336244	0.0	85.5907780979827	90.42553191489361	0.0	72.10626185958255	0.0	72.78911564625851	79.46768060836501	84.71502590673575	89.33823529411765	71.14624505928853	80.0	88.32335329341318	0.0	0.0	82.6645264847512	0.0	74.24242424242425	86.45533141210375	83.01369863013699	75.71428571428572	86.81732580037665	71.59533073929961	79.18552036199095	80.6547619047619	77.03703703703704	70.11952191235059	0.0	0.0	78.27868852459017	0.0	56.218057921635435	0.0	87.34693877551021	86.98795180722891	0.0	80.80495356037152	0.0	79.22794117647058	0.0	64.90683229813665	0.0	91.61676646706587	0.0	81.13207547169812	0.0	0.0	80.74534161490683	79.46768060836501	69.50904392764858	0.0	0.0	0.0	56.90376569037657	68.6046511627907	0.0	88.84758364312268	0.0	0.0	0.0	0.0	95.58359621451105	91.91176470588235	74.13127413127413	0.0	83.80952380952381	0.0	72.48322147651007	63.90041493775934	0.0	90.02849002849003	68.05111821086263	0.0	89.0282131661442	0.0	73.31189710610933	78.70036101083032	82.02247191011236	0.0	0.0	69.26229508196721	70.0	96.03174603174602	93.15068493150685	68.16666666666667	0.0	0.0	0.0	41.4985590778098	0.0	83.69829683698296	73.1974921630094	72.84623773173391	0.0	0.0	0.0	81.26315789473685	0.0	55.57377049180328	75.58685446009389	0.0	0.0	0.0	60.37735849056604	0.0	81.81818181818181	0.0	0.0	0.0	55.97189695550351	0.0	0.0	0.0	0.0	52.353780313837376	76.94610778443113	0.0	0.0	26.89243027888446	52.608695652173914	86.15384615384616	0.0	59.73451327433628	71.48760330578513	86.58536585365854	0.0	0.0	0.0	60.3921568627451	71.97452229299363
Sympagella_nux	89.45686900958466	93.6842105263158	0.0	93.31941544885177	88.96882494004797	87.14859437751004	83.42541436464089	87.21461187214612	87.64367816091954	85.90308370044053	98.71794871794872	82.14285714285714	94.53551912568307	77.65726681127983	88.96797153024912	94.13793103448276	84.08163265306122	83.12693498452012	0.0	94.2643391521197	87.5432525951557	91.74311926605505	89.44099378881988	97.20930232558139	85.49019607843137	93.70786516853933	94.4954128440367	94.81481481481481	86.70886075949367	81.6593886462882	81.65137614678899	85.5907780979827	89.36170212765957	87.15277777777777	86.71726755218216	0.0	0.0	85.93155893536121	89.63730569948187	89.33823529411765	75.09881422924902	78.2089552238806	97.0059880239521	84.6590909090909	95.55555555555556	79.29373996789727	81.19349005424955	84.34343434343434	0.0	0.0	80.0	91.33709981167608	70.42801556420233	80.09049773755656	80.6547619047619	76.2962962962963	71.71314741035857	0.0	79.5774647887324	0.0	75.0	78.02385008517888	84.71337579617834	85.71428571428571	88.91566265060241	79.9163179916318	85.44891640866874	88.5	0.0	82.27513227513228	0.0	0.0	86.82634730538922	87.88732394366197	0.0	0.0	84.0909090909091	83.85093167701864	76.42585551330798	0.0	0.0	0.0	82.0	62.76150627615063	92.37726098191214	0.0	80.29739776951672	78.31858407079646	84.77611940298507	0.0	72.28260869565217	95.58359621451105	77.20588235294117	0.0	87.5	63.80952380952381	51.540041067761805	82.88590604026845	61.82572614107884	73.91304347826087	0.0	85.62300319488818	74.4186046511628	0.0	78.15126050420167	68.48874598070739	0.0	0.0	97.60765550239235	0.0	72.54098360655738	56.0	97.61904761904762	0.0	75.0	95.1219512195122	79.53667953667954	85.71428571428571	78.38616714697406	87.97814207650273	0.0	71.9435736677116	25.29989094874591	87.96680497925311	77.71428571428572	83.72093023255815	0.0	70.96774193548387	54.59016393442623	0.0	88.23529411764706	87.14285714285714	60.714285714285715	65.09433962264151	68.36158192090396	74.82517482517483	61.440677966101696	0.0	81.25	0.0	82.6086956521739	65.74074074074073	78.97574123989219	62.52465483234714	35.16405135520685	51.796407185628745	82.6086956521739	0.0	0.0	62.608695652173914	77.43589743589743	50.220264317180614	61.94690265486726	0.0	0.0	66.07142857142857	0.0	68.29268292682927	54.11764705882353	59.87261146496815
Chaunoplectella_sp	85.94249201277955	0.0	83.10991957104558	84.13361169102296	86.81055155875299	88.75502008032129	85.0828729281768	64.84018264840182	89.08045977011494	87.00440528634361	0.0	56.026785714285715	0.0	70.06507592190889	0.0	0.0	84.08163265306122	83.90092879256966	79.7872340425532	0.0	81.31487889273356	84.86238532110092	88.81987577639751	0.0	0.0	0.0	0.0	0.0	75.31645569620252	86.8995633187773	0.0	0.0	92.55319148936171	0.0	85.38899430740038	0.0	0.0	79.84790874524715	0.0	0.0	67.58893280632411	65.67164179104478	0.0	0.0	0.0	54.89566613162119	0.0	69.94949494949495	0.0	0.0	62.38095238095238	0.0	70.42801556420233	79.18552036199095	65.77380952380952	67.1604938271605	68.92430278884461	0.0	0.0	77.8688524590164	77.71739130434783	58.94378194207837	0.0	0.0	88.67469879518072	77.82426778242677	59.44272445820433	0.0	84.00735294117646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.24334600760456	0.0	0.0	0.0	0.0	0.0	47.54521963824289	73.54260089686099	0.0	0.0	0.0	87.54098360655738	73.36956521739131	0.0	0.0	61.003861003861005	0.0	74.28571428571428	0.0	66.7785234899329	63.07053941908714	69.56521739130434	0.0	70.6070287539936	0.0	0.0	0.0	67.84565916398714	0.0	94.7565543071161	0.0	0.0	62.09016393442623	0.0	98.01587301587301	0.0	60.0	0.0	0.0	0.0	33.71757925072046	0.0	85.15815085158151	0.0	78.18974918211559	87.96680497925311	0.0	0.0	29.89473684210526	0.0	46.885245901639344	0.0	0.0	0.0	0.0	0.0	0.0	73.42657342657343	51.271186440677965	0.0	0.0	37.47072599531616	0.0	0.0	0.0	0.0	52.639087018544934	76.34730538922156	0.0	57.08661417322835	0.0	0.0	0.0	0.0	61.06194690265487	0.0	65.85365853658536	0.0	0.0	0.0	63.13725490196079	69.42675159235668
Euplectella_aspergillum	88.49840255591054	65.0	91.95710455764075	93.52818371607516	60.19184652278177	0.0	0.0	84.47488584474885	55.45977011494253	75.1101321585903	83.01282051282051	0.0	94.53551912568307	0.0	63.345195729537366	69.3103448275862	72.44897959183673	0.0	75.0	76.30922693266834	87.88927335640139	91.28440366972477	89.02691511387164	97.20930232558139	85.49019607843137	0.0	94.4954128440367	0.0	86.70886075949367	0.0	81.65137614678899	85.5907780979827	81.91489361702128	0.0	0.0	60.148514851485146	0.0	0.0	0.0	86.02941176470588	83.00395256916997	0.0	0.0	84.6590909090909	95.11111111111111	0.0	0.0	73.98989898989899	86.1671469740634	0.0	0.0	0.0	0.0	80.09049773755656	58.035714285714285	77.03703703703704	58.167330677290835	81.98757763975155	79.92957746478874	78.27868852459017	77.17391304347827	50.936967632027255	0.0	0.0	0.0	80.75313807531381	82.97213622291022	0.0	77.38970588235294	83.5978835978836	60.24844720496895	94.98069498069498	87.42514970059881	0.0	69.33962264150944	87.71186440677965	84.0909090909091	81.67701863354037	0.0	0.0	90.51094890510949	72.5085910652921	82.0	55.64853556485355	0.0	78.02690582959642	83.27137546468401	0.0	51.04477611940298	74.42622950819671	75.0	0.0	77.20588235294117	0.0	78.47222222222223	0.0	0.0	0.0	41.90871369294606	0.0	0.0	0.0	74.8062015503876	69.43573667711598	78.57142857142857	58.842443729903536	0.0	80.02496878901374	0.0	70.74829931972789	52.459016393442624	0.0	95.03968253968254	0.0	0.0	0.0	0.0	86.06271777003485	0.0	87.97814207650273	0.0	0.0	40.23991275899673	0.0	74.28571428571428	83.72093023255815	46.73684210526316	71.50537634408602	54.42622950819672	0.0	0.0	0.0	59.285714285714285	56.60377358490566	68.36158192090396	0.0	0.0	0.0	81.25	53.62997658079625	0.0	0.0	50.13477088948787	0.0	0.0	0.0	83.22981366459628	57.08661417322835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.5952380952381	0.0	0.0	56.07843137254902	0.0
Corbitella_sp	88.49840255591054	0.0	0.0	83.08977035490605	0.0	79.11646586345381	82.87292817679558	84.93150684931507	58.9080459770115	0.0	0.0	82.36607142857143	96.72131147540983	72.0173535791757	79.00355871886121	93.79310344827586	67.9591836734694	67.18266253869969	85.63829787234043	94.0149625935162	79.93079584775086	77.52293577981652	81.98757763975155	91.16279069767442	59.6078431372549	79.32584269662921	96.78899082568807	95.18518518518519	78.48101265822785	76.85589519650655	72.78287461773701	0.0	72.87234042553192	0.0	73.24478178368122	0.0	85.4421768707483	0.0	89.37823834196891	0.0	77.86561264822134	0.0	56.58682634730539	93.75	83.11111111111111	0.0	81.55515370705244	76.76767676767676	0.0	61.917808219178085	85.23809523809524	0.0	49.02723735408561	0.0	63.69047619047619	61.97530864197531	63.745019920318725	86.33540372670808	67.25352112676056	78.68852459016394	77.17391304347827	30.49403747870528	0.0	0.0	0.0	64.43514644351464	0.0	76.5	67.27941176470588	82.01058201058201	54.34782608695652	93.43629343629344	82.63473053892216	46.19718309859155	62.735849056603776	79.23728813559322	84.94318181818181	0.0	69.96197718631178	57.10594315245478	91.24087591240875	37.45704467353952	82.0	56.06694560669456	0.0	75.7847533632287	75.8364312267658	82.7433628318584	75.52238805970148	68.52459016393442	64.13043478260869	91.48264984227129	89.70588235294117	0.0	81.94444444444444	54.92063492063492	66.11909650924025	60.738255033557046	64.73029045643153	67.70186335403727	72.93447293447294	0.0	61.24031007751938	70.0626959247649	78.57142857142857	62.70096463022508	0.0	43.320848938826465	99.52153110047847	87.75510204081633	66.59836065573771	69.0	64.48412698412699	83.2876712328767	76.66666666666667	95.1219512195122	79.92277992277992	86.75958188153311	84.72622478386167	84.15300546448087	67.39659367396594	73.1974921630094	0.0	62.655601659751035	76.0	91.86046511627907	35.368421052631575	55.913978494623656	45.24590163934426	75.58685446009389	88.23529411764706	84.28571428571429	42.142857142857146	53.5377358490566	70.05649717514125	76.22377622377623	47.03389830508475	83.45323741007195	0.0	0.0	82.01581027667984	66.66666666666666	62.53369272237197	57.790927021696255	16.904422253922974	76.94610778443113	72.04968944099379	57.08661417322835	27.689243027888452	70.43478260869566	70.25641025641025	49.33920704845815	0.0	67.35537190082644	65.2439024390244	66.66666666666666	64.66431095406361	82.3170731707317	57.254901960784316	0.0
Saccocalyx_tetractinus	0.0	82.63157894736842	93.02949061662198	70.9812108559499	0.0	88.35341365461848	63.53591160220994	0.0	85.63218390804597	0.0	95.51282051282051	86.16071428571429	94.53551912568307	77.44034707158352	65.12455516014235	87.24137931034483	0.0	75.38699690402477	60.638297872340424	76.80798004987531	84.77508650519032	95.41284403669725	86.12836438923395	93.95348837209302	72.94117647058823	60.449438202247194	94.03669724770643	82.5925925925926	86.70886075949367	81.22270742358079	73.08868501529052	0.0	88.82978723404256	53.47222222222222	86.33776091081594	0.0	89.25170068027211	0.0	0.0	80.88235294117646	68.3794466403162	74.6268656716418	0.0	90.9090909090909	93.77777777777777	55.53772070626003	81.0126582278481	78.28282828282829	84.72622478386167	54.24657534246575	0.0	0.0	80.93385214007782	0.0	0.0	0.0	0.0	73.91304347826087	0.0	0.0	76.08695652173913	85.68994889267462	85.35031847133757	0.0	80.96385542168674	61.08786610878661	86.06811145510837	86.5	0.0	82.53968253968254	68.94409937888199	94.5945945945946	90.41916167664671	71.54929577464789	89.62264150943396	80.50847457627118	84.94318181818181	77.01863354037268	0.0	70.80103359173127	90.51094890510949	76.28865979381443	0.0	62.76150627615063	0.0	75.7847533632287	0.0	77.87610619469027	68.05970149253731	78.0327868852459	73.36956521739131	0.0	76.47058823529412	0.0	85.41666666666667	50.476190476190474	62.217659137577	0.0	53.941908713692946	0.0	52.136752136752136	0.0	64.72868217054264	0.0	83.61344537815125	77.17041800643086	59.2057761732852	81.02372034956305	0.0	82.31292517006803	0.0	0.0	61.30952380952381	0.0	0.0	95.1219512195122	0.0	86.06271777003485	0.0	85.79234972677595	0.0	73.1974921630094	41.98473282442748	0.0	0.0	0.0	0.0	0.0	48.52459016393443	65.25821596244131	75.73529411764706	0.0	0.0	0.0	59.32203389830509	0.0	55.50847457627118	0.0	81.25	49.414519906323186	82.21343873517787	65.74074074074073	80.3234501347709	86.3905325443787	36.44793152639087	73.05389221556887	72.04968944099379	59.05511811023622	30.876494023904385	0.0	0.0	51.98237885462555	0.0	75.6198347107438	0.0	0.0	36.042402826855124	0.0	0.0	0.0
Amphidiscella_abyssalis	87.8594249201278	93.6842105263158	93.83378016085791	0.0	48.44124700239808	87.14859437751004	81.21546961325967	86.7579908675799	75.86206896551724	0.0	98.71794871794872	55.80357142857143	87.43169398907104	78.9587852494577	0.0	96.55172413793103	64.28571428571428	84.36532507739938	82.4468085106383	92.01995012468828	66.08996539792388	0.0	88.6128364389234	95.34883720930233	0.0	0.0	93.11926605504587	95.18518518518519	89.24050632911393	0.0	81.65137614678899	82.13256484149856	54.787234042553195	0.0	85.00948766603416	0.0	58.2312925170068	0.0	0.0	0.0	54.940711462450594	78.2089552238806	0.0	70.45454545454545	93.77777777777777	0.0	81.73598553345388	0.0	87.31988472622479	66.84931506849315	0.0	0.0	70.03891050583658	0.0	73.21428571428572	77.03703703703704	0.0	70.80745341614907	79.92957746478874	0.0	0.0	50.936967632027255	81.52866242038216	80.61224489795919	0.0	61.08786610878661	81.73374613003097	88.5	0.0	83.86243386243386	45.65217391304348	96.52509652509653	0.0	56.901408450704224	81.60377358490567	80.9322033898305	0.0	0.0	61.59695817490494	74.4186046511628	92.7007299270073	61.512027491408936	86.66666666666667	62.76150627615063	0.0	0.0	77.32342007434944	69.91150442477877	0.0	0.0	0.0	0.0	80.14705882352942	81.08108108108108	85.41666666666667	65.39682539682539	46.81724845995893	0.0	66.80497925311204	0.0	77.4928774928775	0.0	68.9922480620155	0.0	80.67226890756302	0.0	0.0	0.0	100.0	0.0	54.91803278688525	88.5	0.0	0.0	0.0	100.0	0.0	0.0	0.0	78.68852459016394	0.0	73.66771159874608	0.0	0.0	0.0	87.79069767441861	0.0	66.66666666666666	46.557377049180324	79.34272300469483	91.17647058823529	83.57142857142857	58.75	46.22641509433962	77.96610169491525	0.0	61.016949152542374	75.17985611510791	81.25	0.0	84.18972332015811	64.35185185185185	78.16711590296495	63.31360946745562	0.0	63.17365269461078	73.91304347826087	57.08661417322835	51.59362549800797	48.26086956521739	0.0	50.220264317180614	0.0	54.95867768595041	0.0	82.44047619047619	63.60424028268551	84.14634146341463	67.05882352941177	0.0
Hyalonema_populiferum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.47136563876652	91.66666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.11764705882354	93.57798165137615	0.0	0.0	0.0	0.0	70.64220183486239	77.4074074074074	87.9746835443038	0.0	0.0	0.0	0.0	80.55555555555556	0.0	51.73267326732673	0.0	0.0	0.0	52.205882352941174	58.10276679841897	0.0	0.0	69.31818181818181	71.11111111111111	63.7239165329053	0.0	0.0	89.62536023054756	66.30136986301369	0.0	78.3427495291902	0.0	0.0	0.0	0.0	58.56573705179283	76.3975155279503	76.05633802816902	91.80327868852459	79.8913043478261	0.0	89.171974522293	0.0	0.0	66.94560669456067	0.0	0.0	0.0	82.53968253968254	0.0	77.60617760617761	89.82035928143712	0.0	0.0	0.0	0.0	47.20496894409938	0.0	0.0	0.0	37.80068728522337	0.0	0.0	50.12919896640827	86.54708520179372	80.29739776951672	77.87610619469027	0.0	0.0	64.13043478260869	0.0	0.0	85.71428571428571	89.58333333333333	54.285714285714285	0.0	0.0	0.0	0.0	0.0	80.19169329073483	0.0	0.0	0.0	0.0	0.0	0.0	97.60765550239235	84.35374149659864	0.0	0.0	0.0	0.0	0.0	0.0	76.83397683397683	86.06271777003485	0.0	0.0	0.0	0.0	24.427480916030532	0.0	78.28571428571428	0.0	0.0	63.44086021505376	48.032786885245905	0.0	97.05882352941177	89.64285714285714	59.642857142857146	0.0	0.0	0.0	75.42372881355932	0.0	81.25	0.0	0.0	65.74074074074073	56.8733153638814	0.0	0.0	0.0	0.0	88.18897637795276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.12367491166078	69.51219512195122	0.0	60.50955414012739
Farrea_similaris	67.09265175718849	92.10526315789474	90.88471849865951	0.0	70.50359712230215	83.53413654618474	81.76795580110497	85.38812785388129	42.52873563218391	70.70484581497797	93.26923076923077	0.0	0.0	0.0	77.93594306049822	70.34482758620689	81.22448979591837	67.95665634674923	0.0	70.57356608478803	78.89273356401384	0.0	80.33126293995859	73.02325581395348	72.15686274509804	66.96629213483146	94.4954128440367	0.0	86.70886075949367	0.0	72.17125382262996	72.91066282420749	0.0	65.27777777777777	0.0	69.05940594059406	0.0	53.42205323193917	0.0	0.0	0.0	74.92537313432835	66.16766467065868	86.36363636363636	98.22222222222223	0.0	72.33273056057865	0.0	0.0	0.0	0.0	0.0	0.0	77.82805429864254	0.0	0.0	0.0	83.85093167701864	0.0	0.0	0.0	0.0	71.3375796178344	42.44897959183673	87.95180722891567	0.0	84.52012383900929	85.5	0.0	44.17989417989418	72.67080745341615	89.96138996138995	85.02994011976048	69.01408450704226	0.0	77.11864406779661	69.60227272727272	0.0	75.66539923954373	73.1266149870801	90.51094890510949	66.66666666666666	76.66666666666667	62.34309623430963	0.0	70.4035874439462	0.0	0.0	46.865671641791046	62.295081967213115	55.43478260869565	0.0	0.0	0.0	0.0	0.0	82.95687885010267	0.0	66.39004149377593	63.975155279503106	0.0	0.0	78.29457364341086	0.0	62.18487394957983	0.0	68.59205776173286	0.0	0.0	82.31292517006803	55.532786885245905	0.0	60.11904761904762	0.0	0.0	94.3089430894309	0.0	0.0	0.0	81.9672131147541	0.0	0.0	0.0	83.81742738589212	77.14285714285714	86.04651162790698	0.0	83.33333333333333	43.9344262295082	0.0	75.73529411764706	0.0	45.892857142857146	0.0	70.05649717514125	0.0	55.932203389830505	82.73381294964028	86.60714285714286	53.86416861826698	82.80632411067194	68.05555555555556	0.0	59.566074950690336	0.0	62.5748502994012	91.92546583850931	57.08661417322835	0.0	0.0	0.0	51.541850220264315	64.15929203539824	0.0	0.0	65.77380952380952	0.0	0.0	0.0	64.3312101910828
